"sample","chromosome","group","strand","piN","piS","piN.piS","pi"
"EntNic_FUR-C230","HiC_scaffold_6","Grassland","minus",0.00159979329585162,0.0127459567436428,0.125514,0.0110649
"EntNic_FUR-C230","HiC_scaffold_7","Grassland","plus",0.00152425175200216,0.00627137546861183,0.243049,0.0198316
"EntNic_FUR-C230","HiC_scaffold_7","Grassland","minus",0.00140278479564781,0.00631480974555115,0.222142,0.0198316
"EntNic_GEJ-C42","HiC_scaffold_1","Grassland","plus",0.00216875992758084,0.0111275413300871,0.1949,0.0156274
"EntNic_GEJ-C42","HiC_scaffold_1","Grassland","minus",0.00215962893616383,0.0107983204548384,0.199997,0.0156274
"EntNic_GEJ-C42","HiC_scaffold_2","Grassland","plus",0.000774492394980085,0.00370041242617436,0.209299,0.00375055
"EntNic_GEJ-C42","HiC_scaffold_2","Grassland","minus",0.000793159794142671,0.00379639722679641,0.208924,0.00375055
"EntNic_GEJ-C42","HiC_scaffold_3","Grassland","plus",0.00206870336930172,0.0110555039503153,0.18712,0.0124061
"EntNic_GEJ-C42","HiC_scaffold_3","Grassland","minus",0.00203244829541222,0.0111977454043143,0.181505,0.0124061
"EntNic_GEJ-C42","HiC_scaffold_4","Grassland","plus",0.00150177402426026,0.0102147778430424,0.14702,0.0109628
"EntNic_GEJ-C42","HiC_scaffold_4","Grassland","minus",0.00148220981464014,0.0101679870935408,0.145772,0.0109628
"EntNic_GEJ-C42","HiC_scaffold_5","Grassland","plus",0.00231453132228764,0.0129584930075684,0.178611,0.0125323
"EntNic_GEJ-C42","HiC_scaffold_5","Grassland","minus",0.00210485367421424,0.012102948049927,0.173912,0.0125323
"EntNic_GEJ-C42","HiC_scaffold_6","Grassland","plus",0.00157737152772303,0.013023058837801,0.121121,0.0111623
"EntNic_GEJ-C42","HiC_scaffold_6","Grassland","minus",0.00147842177068073,0.011777931225528,0.125525,0.0111623
"EntNic_GEJ-C42","HiC_scaffold_7","Grassland","plus",0.00135738497797579,0.00569212105553956,0.238467,0.0203778
"EntNic_GEJ-C42","HiC_scaffold_7","Grassland","minus",0.00126300555563864,0.005349953154238,0.236078,0.0203778
"EntNic_GoeJ-C19","HiC_scaffold_1","Grassland","plus",0.00196097294251836,0.0103491070264752,0.189482,0.0160876
"EntNic_GoeJ-C19","HiC_scaffold_1","Grassland","minus",0.00190081991499837,0.00988541721162897,0.192285,0.0160876
"EntNic_GoeJ-C19","HiC_scaffold_2","Grassland","plus",0.000908106944386511,0.00455691055457999,0.199281,0.00466035
"EntNic_GoeJ-C19","HiC_scaffold_2","Grassland","minus",0.000898130454455118,0.00449573931421263,0.199774,0.00466035
"EntNic_GoeJ-C19","HiC_scaffold_3","Grassland","plus",0.00195476347834813,0.0108739401577175,0.179766,0.0129652
"EntNic_GoeJ-C19","HiC_scaffold_3","Grassland","minus",0.0017802786834295,0.0102504733345728,0.173678,0.0129652
"EntNic_GoeJ-C19","HiC_scaffold_4","Grassland","plus",0.001444640289282,0.00979539511488557,0.147482,0.0115718
"EntNic_GoeJ-C19","HiC_scaffold_4","Grassland","minus",0.00147803473172909,0.00988580321920262,0.149511,0.0115718
"EntNic_GoeJ-C19","HiC_scaffold_5","Grassland","plus",0.00198507541155502,0.0114685196408868,0.173089,0.0124234
"EntNic_GoeJ-C19","HiC_scaffold_5","Grassland","minus",0.00187502212286456,0.0111772527760357,0.167753,0.0124234
"EntNic_GoeJ-C19","HiC_scaffold_6","Grassland","plus",0.00137471082425659,0.0118607720285301,0.115904,0.011193
"EntNic_GoeJ-C19","HiC_scaffold_6","Grassland","minus",0.00134009756520179,0.0110543055637114,0.121229,0.011193
"EntNic_GoeJ-C19","HiC_scaffold_7","Grassland","plus",0.0012179318723732,0.00489881854281949,0.248617,0.0208836
"EntNic_GoeJ-C19","HiC_scaffold_7","Grassland","minus",0.00111040008220292,0.00464308458915891,0.239151,0.0208836
"EntNic_GSJ-C274","HiC_scaffold_1","Grassland","plus",0.00213625120460628,0.011137167927693,0.191813,0.0162289
"EntNic_GSJ-C274","HiC_scaffold_1","Grassland","minus",0.0020968156405123,0.0107027854521366,0.195913,0.0162289
"EntNic_GSJ-C274","HiC_scaffold_2","Grassland","plus",0.000811495161250776,0.00390078214157891,0.208034,0.00441322
"EntNic_GSJ-C274","HiC_scaffold_2","Grassland","minus",0.000803842157263938,0.00382837322064068,0.20997,0.00441322
"EntNic_GSJ-C274","HiC_scaffold_3","Grassland","plus",0.00209721951419192,0.0113288440869853,0.185122,0.0130582
"EntNic_GSJ-C274","HiC_scaffold_3","Grassland","minus",0.00197483701287574,0.0110548670479983,0.17864,0.0130582
"EntNic_GSJ-C274","HiC_scaffold_4","Grassland","plus",0.00146431720923977,0.0100823080669592,0.145236,0.0115487
"EntNic_GSJ-C274","HiC_scaffold_4","Grassland","minus",0.00143877079082663,0.0100945826497048,0.142529,0.0115487
"EntNic_GSJ-C274","HiC_scaffold_5","Grassland","plus",0.0023079303275524,0.0129295667169271,0.1785,0.0137579
"EntNic_GSJ-C274","HiC_scaffold_5","Grassland","minus",0.00213757969422856,0.0126047361616421,0.169585,0.0137579
"EntNic_GSJ-C274","HiC_scaffold_6","Grassland","plus",0.00147857180845112,0.0124694620696238,0.118575,0.0115363
"EntNic_GSJ-C274","HiC_scaffold_6","Grassland","minus",0.00144478591490198,0.011673887222638,0.123762,0.0115363
"EntNic_GSJ-C274","HiC_scaffold_7","Grassland","plus",0.00130602858761125,0.00554978061151177,0.23533,0.0203182
"EntNic_GSJ-C274","HiC_scaffold_7","Grassland","minus",0.00129603755594913,0.00552690937745529,0.234496,0.0203182
"EntNic_GUS-C41","HiC_scaffold_1","Grassland","plus",0.00234589229012791,0.0114507610274176,0.204868,0.0166183
"EntNic_GUS-C41","HiC_scaffold_1","Grassland","minus",0.00234690769139111,0.0114944300681676,0.204178,0.0166183
"EntNic_GUS-C41","HiC_scaffold_2","Grassland","plus",0.0009440781106398,0.00458812244266249,0.205766,0.00395079
"EntNic_GUS-C41","HiC_scaffold_2","Grassland","minus",0.00102040181878501,0.00452236538777132,0.225635,0.00395079
"EntNic_GUS-C41","HiC_scaffold_3","Grassland","plus",0.00221030852858997,0.0116641400801034,0.189496,0.0136215
"EntNic_GUS-C41","HiC_scaffold_3","Grassland","minus",0.0021073870443559,0.0111956746841801,0.188232,0.0136215
"EntNic_GUS-C41","HiC_scaffold_4","Grassland","plus",0.00168752395685266,0.0102175227376891,0.16516,0.0116115
"EntNic_GUS-C41","HiC_scaffold_4","Grassland","minus",0.00163627542165953,0.0102130698738263,0.160214,0.0116115
"EntNic_GUS-C41","HiC_scaffold_5","Grassland","plus",0.00237172651885665,0.0130149714937682,0.182231,0.0135801
"EntNic_GUS-C41","HiC_scaffold_5","Grassland","minus",0.00224721270701528,0.0127387717574444,0.176407,0.0135801
"EntNic_GUS-C41","HiC_scaffold_6","Grassland","plus",0.00148256026326578,0.0117915494776128,0.125731,0.0116783
"EntNic_GUS-C41","HiC_scaffold_6","Grassland","minus",0.00146552845502697,0.0108330983259548,0.135282,0.0116783
"EntNic_GUS-C41","HiC_scaffold_7","Grassland","plus",0.00150947668198987,0.00594439845688344,0.253933,0.0182133
"EntNic_GUS-C41","HiC_scaffold_7","Grassland","minus",0.00142999682918531,0.00582500340200116,0.245493,0.0182133
"EntNic_HHJ-C162","HiC_scaffold_1","Grassland","plus",0.00149358466304605,0.00777950284453882,0.19199,0.0155265
"EntNic_HHJ-C162","HiC_scaffold_1","Grassland","minus",0.0014754837971556,0.00765076033354732,0.192855,0.0155265
"EntNic_HHJ-C162","HiC_scaffold_2","Grassland","plus",0.000665436830148003,0.00312306282533709,0.213072,0.00476313
"EntNic_HHJ-C162","HiC_scaffold_2","Grassland","minus",0.000664920799871453,0.00331701844953439,0.200457,0.00476313
"EntNic_HHJ-C162","HiC_scaffold_3","Grassland","plus",0.00147337252816313,0.0079737061670749,0.184779,0.011914
"EntNic_HHJ-C162","HiC_scaffold_3","Grassland","minus",0.00137783745521595,0.0077728707361862,0.177262,0.011914
"EntNic_HHJ-C162","HiC_scaffold_4","Grassland","plus",0.00124966542251626,0.00756568653006319,0.165175,0.0108984
"EntNic_HHJ-C162","HiC_scaffold_4","Grassland","minus",0.00119926464367653,0.00741007536148657,0.161842,0.0108984
"EntNic_HHJ-C162","HiC_scaffold_5","Grassland","plus",0.00159247796345267,0.0089160888351834,0.178607,0.0128096
"EntNic_HHJ-C162","HiC_scaffold_5","Grassland","minus",0.00152873734805216,0.00900475628671673,0.16977,0.0128096
"EntNic_HHJ-C162","HiC_scaffold_6","Grassland","plus",0.00101562621562724,0.00849197030452669,0.119598,0.0107495
"EntNic_HHJ-C162","HiC_scaffold_6","Grassland","minus",0.000962501956386724,0.00764629969222231,0.125878,0.0107495
"EntNic_HHJ-C162","HiC_scaffold_7","Grassland","plus",0.000955884123745084,0.00413331567739895,0.231263,0.0171268
"EntNic_HHJ-C162","HiC_scaffold_7","Grassland","minus",0.00093306223301947,0.00401823650643597,0.232207,0.0171268
"EntNic_JEJ-C119","HiC_scaffold_1","Grassland","plus",0.000373786250672933,0.00196326886471688,0.19039,0.0249338
"EntNic_JEJ-C119","HiC_scaffold_1","Grassland","minus",0.000395824125816376,0.0019158862812259,0.206601,0.0249338
"EntNic_JEJ-C119","HiC_scaffold_2","Grassland","plus",0.000317533308612235,0.00123150602731989,0.257841,0.0282893
"EntNic_JEJ-C119","HiC_scaffold_2","Grassland","minus",0.000275134182813503,0.00119467332315409,0.230301,0.0282893
"EntNic_JEJ-C119","HiC_scaffold_3","Grassland","plus",0.000413351726321794,0.00178470562279805,0.231608,0.0248655
"EntNic_JEJ-C119","HiC_scaffold_3","Grassland","minus",0.000437884878975868,0.00206486786258176,0.212064,0.0248655
"EntNic_JEJ-C119","HiC_scaffold_4","Grassland","plus",0.000269900975860395,0.00136571423716215,0.197626,0.0204995
"EntNic_JEJ-C119","HiC_scaffold_4","Grassland","minus",0.000216228197622674,0.00111732525743988,0.193523,0.0204995
"EntNic_JEJ-C119","HiC_scaffold_5","Grassland","plus",0.000346171746491013,0.00155956272471229,0.221967,0.0266081
"EntNic_JEJ-C119","HiC_scaffold_5","Grassland","minus",0.000316309679384798,0.00153094333083436,0.206611,0.0266081
"EntNic_JEJ-C119","HiC_scaffold_6","Grassland","plus",0.000159697152308935,0.000906624460038035,0.176145,0.0253082
"EntNic_JEJ-C119","HiC_scaffold_6","Grassland","minus",0.00018420378528052,0.000878596058148971,0.209657,0.0253082
"EntNic_JEJ-C119","HiC_scaffold_7","Grassland","plus",0.000514007197905349,0.00227018074518787,0.226417,0.0214801
"EntNic_JEJ-C119","HiC_scaffold_7","Grassland","minus",0.000625707405949784,0.00229910425861662,0.272153,0.0214801
"EntNic_JHJ-C220","HiC_scaffold_1","Grassland","plus",0.00253169707586869,0.0128430526481465,0.197126,0.0164864
"EntNic_JHJ-C220","HiC_scaffold_1","Grassland","minus",0.0024807875628586,0.0124424705017853,0.199381,0.0164864
"EntNic_JHJ-C220","HiC_scaffold_2","Grassland","plus",0.00096555651077682,0.00467522634808085,0.206526,0.00379512
"EntNic_JHJ-C220","HiC_scaffold_2","Grassland","minus",0.00105384556753674,0.00474981127269282,0.221871,0.00379512
"EntNic_JHJ-C220","HiC_scaffold_3","Grassland","plus",0.00241874752068126,0.0130228133591729,0.185732,0.0126212
"EntNic_JHJ-C220","HiC_scaffold_3","Grassland","minus",0.00226674761639115,0.0127565528015491,0.177693,0.0126212
"EntNic_JHJ-C220","HiC_scaffold_4","Grassland","plus",0.00174447428662878,0.011699543564736,0.149106,0.0116451
"EntNic_JHJ-C220","HiC_scaffold_4","Grassland","minus",0.00174579572443591,0.0116116961112435,0.150348,0.0116451
"EntNic_JHJ-C220","HiC_scaffold_5","Grassland","plus",0.00250958013032706,0.0142887519576194,0.175633,0.0132632
"EntNic_JHJ-C220","HiC_scaffold_5","Grassland","minus",0.00231960998214528,0.0137370291513456,0.168858,0.0132632
"EntNic_JHJ-C220","HiC_scaffold_6","Grassland","plus",0.00166461074692333,0.0141060163511021,0.118007,0.0112817
"EntNic_JHJ-C220","HiC_scaffold_6","Grassland","minus",0.00165218714988245,0.0129634943602006,0.127449,0.0112817
"EntNic_JHJ-C220","HiC_scaffold_7","Grassland","plus",0.00160220651762844,0.00647817233425332,0.247324,0.0191463
"EntNic_JHJ-C220","HiC_scaffold_7","Grassland","minus",0.00152357365733216,0.00602036781775162,0.25307,0.0191463
"EntNic_JoeJ-C252","HiC_scaffold_1","Grassland","plus",0.00253806714398652,0.0129744692391345,0.19562,0.0172247
"EntNic_JoeJ-C252","HiC_scaffold_1","Grassland","minus",0.00250810740926251,0.0127356735911498,0.196936,0.0172247
"EntNic_JoeJ-C252","HiC_scaffold_2","Grassland","plus",0.00111413352427364,0.0056713771769758,0.196448,0.00455788
"EntNic_JoeJ-C252","HiC_scaffold_2","Grassland","minus",0.00115305602615456,0.00558044771425975,0.206624,0.00455788
"EntNic_JoeJ-C252","HiC_scaffold_3","Grassland","plus",0.00253914333080159,0.013705961415235,0.185258,0.0140915
"EntNic_JoeJ-C252","HiC_scaffold_3","Grassland","minus",0.00235518410701401,0.0132266178931759,0.178064,0.0140915
"EntNic_JoeJ-C252","HiC_scaffold_4","Grassland","plus",0.00196002444852981,0.0122580864596964,0.159896,0.0119029
"EntNic_JoeJ-C252","HiC_scaffold_4","Grassland","minus",0.00196143895147912,0.0123448685335039,0.158887,0.0119029
"EntNic_JoeJ-C252","HiC_scaffold_5","Grassland","plus",0.00266792315200481,0.0152734167714994,0.174678,0.0140531
"EntNic_JoeJ-C252","HiC_scaffold_5","Grassland","minus",0.0025215736431554,0.0146359860165929,0.172286,0.0140531
"EntNic_JoeJ-C252","HiC_scaffold_6","Grassland","plus",0.00174287649247511,0.0148898606266347,0.117051,0.0116662
"EntNic_JoeJ-C252","HiC_scaffold_6","Grassland","minus",0.00171975189053643,0.0136471106707929,0.126016,0.0116662
"EntNic_JoeJ-C252","HiC_scaffold_7","Grassland","plus",0.00160448190695443,0.00658488939337953,0.243661,0.0218579
"EntNic_JoeJ-C252","HiC_scaffold_7","Grassland","minus",0.00146936298821398,0.00628316772155501,0.233857,0.0218579
"EntNic_KLJ-C127","HiC_scaffold_1","Grassland","plus",0.00218231557385022,0.0112227886001486,0.194454,0.0163607
"EntNic_KLJ-C127","HiC_scaffold_1","Grassland","minus",0.00215403383123039,0.0109290315115812,0.197093,0.0163607
"EntNic_KLJ-C127","HiC_scaffold_2","Grassland","plus",0.000966788974690426,0.00457890921259616,0.21114,0.00427031
"EntNic_KLJ-C127","HiC_scaffold_2","Grassland","minus",0.000947930750157471,0.00457183887967382,0.207341,0.00427031
"EntNic_KLJ-C127","HiC_scaffold_3","Grassland","plus",0.0022348985762648,0.0119725965151782,0.186668,0.0133918
"EntNic_KLJ-C127","HiC_scaffold_3","Grassland","minus",0.00207021768329974,0.0116472878200632,0.177742,0.0133918
"EntNic_KLJ-C127","HiC_scaffold_4","Grassland","plus",0.00154171926119625,0.0104958908103197,0.146888,0.0116465
"EntNic_KLJ-C127","HiC_scaffold_4","Grassland","minus",0.00149280547983241,0.0103471126396854,0.144273,0.0116465
"EntNic_KLJ-C127","HiC_scaffold_5","Grassland","plus",0.00231089038413155,0.0130570699531317,0.176984,0.0130911
"EntNic_KLJ-C127","HiC_scaffold_5","Grassland","minus",0.00218892004900314,0.0126346054291749,0.173248,0.0130911
"EntNic_KLJ-C127","HiC_scaffold_6","Grassland","plus",0.00152793427958529,0.0128048858155692,0.119324,0.0115117
"EntNic_KLJ-C127","HiC_scaffold_6","Grassland","minus",0.00148606607859619,0.0120997780993597,0.122818,0.0115117
"EntNic_KLJ-C127","HiC_scaffold_7","Grassland","plus",0.00137260337947235,0.00565461596132348,0.24274,0.0224641
"EntNic_KLJ-C127","HiC_scaffold_7","Grassland","minus",0.0013144988759912,0.00564390153401056,0.232906,0.0224641
"EntNic_KoeJ-C212","HiC_scaffold_1","Grassland","plus",0.000262466301811463,0.00140412634887968,0.186925,0.0259573
"EntNic_KoeJ-C212","HiC_scaffold_1","Grassland","minus",0.000259565399064312,0.00136327772127027,0.190398,0.0259573
"EntNic_KoeJ-C212","HiC_scaffold_2","Grassland","plus",0.00019472129364297,0.000745519701093837,0.261189,0.0249247
"EntNic_KoeJ-C212","HiC_scaffold_2","Grassland","minus",0.000206102880355956,0.0010005537339426,0.205989,0.0249247
"EntNic_KoeJ-C212","HiC_scaffold_3","Grassland","plus",0.000268407367831094,0.00124082468472278,0.216314,0.0225511
"EntNic_KoeJ-C212","HiC_scaffold_3","Grassland","minus",0.000297385833191433,0.00154586404442287,0.192375,0.0225511
"EntNic_KoeJ-C212","HiC_scaffold_4","Grassland","plus",0.000222025597708506,0.00119714584131834,0.185462,0.0213544
"EntNic_KoeJ-C212","HiC_scaffold_4","Grassland","minus",0.000212242104342994,0.00103260177689235,0.205541,0.0213544
"EntNic_KoeJ-C212","HiC_scaffold_5","Grassland","plus",0.00021512993314661,0.00107023029372213,0.201013,0.0252117
"EntNic_KoeJ-C212","HiC_scaffold_5","Grassland","minus",0.000215105347882393,0.00118696395953362,0.181223,0.0252117
"EntNic_KoeJ-C212","HiC_scaffold_6","Grassland","plus",0.000159641430928558,0.000852914246376976,0.187172,0.0249904
"EntNic_KoeJ-C212","HiC_scaffold_6","Grassland","minus",0.000154787037401203,0.000745818840870947,0.20754,0.0249904
"EntNic_KoeJ-C212","HiC_scaffold_7","Grassland","plus",0.000358563613073161,0.0014695743091517,0.243991,0.0184216
"EntNic_KoeJ-C212","HiC_scaffold_7","Grassland","minus",0.000343863529769719,0.00146305785292519,0.235031,0.0184216
"EntNic_LEJ-C64","HiC_scaffold_1","Grassland","plus",0.00250312670306587,0.012662504409457,0.19768,0.0167757
"EntNic_LEJ-C64","HiC_scaffold_1","Grassland","minus",0.0024849679135358,0.0123324564011052,0.201498,0.0167757
"EntNic_LEJ-C64","HiC_scaffold_2","Grassland","plus",0.000996376801541314,0.00476181587046159,0.209243,0.00382224
"EntNic_LEJ-C64","HiC_scaffold_2","Grassland","minus",0.00102266171738964,0.00463275385919785,0.220746,0.00382224
"EntNic_LEJ-C64","HiC_scaffold_3","Grassland","plus",0.00243828494724712,0.0129835612480796,0.187798,0.013255
"EntNic_LEJ-C64","HiC_scaffold_3","Grassland","minus",0.00235534837351786,0.0128114519837137,0.183847,0.013255
"EntNic_LEJ-C64","HiC_scaffold_4","Grassland","plus",0.00172110294619732,0.0114028455678672,0.150936,0.0117038
"EntNic_LEJ-C64","HiC_scaffold_4","Grassland","minus",0.00174342692090594,0.0115343793699027,0.15115,0.0117038
"EntNic_LEJ-C64","HiC_scaffold_5","Grassland","plus",0.00255599225254838,0.0142163069748537,0.179793,0.013264
"EntNic_LEJ-C64","HiC_scaffold_5","Grassland","minus",0.0023625588852743,0.0136055218460429,0.173647,0.013264
"EntNic_LEJ-C64","HiC_scaffold_6","Grassland","plus",0.00172198172937939,0.0139908605104802,0.123079,0.0113891
"EntNic_LEJ-C64","HiC_scaffold_6","Grassland","minus",0.00167590433474196,0.012916658779188,0.129748,0.0113891
"EntNic_LEJ-C64","HiC_scaffold_7","Grassland","plus",0.00166698027430496,0.00671827594183438,0.248126,0.0198937
"EntNic_LEJ-C64","HiC_scaffold_7","Grassland","minus",0.00149680460251706,0.00666510365577194,0.224573,0.0198937
"EntNic_LVJ-C76","HiC_scaffold_1","Grassland","plus",0.00154904449868476,0.00709470641070374,0.218338,0.0191811
"EntNic_LVJ-C76","HiC_scaffold_1","Grassland","minus",0.00154241360387241,0.00675441705437734,0.228356,0.0191811
